Site ID,Site Name,Room ID,Interior/Exterior,Location,Room,Structure,Above/Below Five Feet,K-2nd Grade,Substrate,Square Feet,Square Feet Parsed,Filename,Site (parsed from filename)
835,Bridlemile,AI,Interior,Custodial closet,23,Varnished door,Below,No,Wood,45,45,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AJ,Interior,Custodial closet,23,Varnished cabinets,Below,No,Wood,100,100,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AK,Interior,Classroom,26,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AL,Interior,Classroom,33,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AM,Interior,Classroom,34,"Varnished door, walls, and cabinets",Below,No,Wood,145,145,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AN,Interior,Classroom,35,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AO,Interior,"Boiler room, office, storage",47,Varnished doors,Below,No,Wood,135,135,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AP,Interior,Boiler room,47,Painted walls and floors,Below,No,Concrete,2000,2000,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AQ,Interior,Boiler room,47,Painted hand rails,Below,No,Metal,50,50,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AR,Interior,Classroom,36,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AS,Interior,Classroom,46,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AT,Interior,Custodial closet,38,Varnished door,Below,No,Wood,45,45,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AU,Interior,Boy's restroom,39,Varnished door and door frame,Below,Yes,Wood and metal,60,60,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AV,Interior,Classroom,45,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AW,Interior,Classroom,40,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AX,Interior,Classroom,44,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AY,Interior,Classroom,41,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,AZ,Interior,Classroom,42,"Varnished door, walls, and cabinets",Below,Yes,Wood,240,240,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BA,Interior,Classroom,43,"Varnished door, walls, and cabinets",Below,Yes,Wood,240,240,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BB,Interior,Classroom,32,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BC,Exterior,"Storage room, next to boiler room",,Painted door and metal ground trim,Below,No,Metal,50,50,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BD,Interior,Southeast gym storage rooms,,Varnished doors and painted door frames,Below,No,Wood and metal,135,135,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BE,Interior,Locker rooms,,"Painted doors, varnished door, and painted frames",Below,No,Wood and metal,300,300,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BF,Interior,Classroom,8,"Varnished door, walls, and cabinets",Below,Yes,Wood,195,195,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BG,Interior,Classroom,8,Radiator paint,Below,Yes,Metal,15,15,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BH,Interior,Classroom,7,Varnished door and painted door frame,Below,Yes,Wood and metal,60,60,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BI,Interior,Classroom,7,Varnished walls and cabinets,Below,Yes,Wood,150,150,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BJ,Interior,Classroom,10,Varnished doors and painted door frames,Below,No,Wood and metal,165,165,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BK,Interior,Classroom,10,Painted Ladder,Above,No,Metal,10,10,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BL,Interior,Custodial Closet,12,Varnished door and painted door frame,Below,No,Wood and metal,60,60,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BM,Interior,Boy's restroom,13,Varnsihed door,Below,Yes,Wood,45,45,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BN,Interior,Staff restroom,14 B,Varnished door and cabinets,Below,No,Wood,145,145,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BO,Interior,Classroom,6,"Varnished door, walls, and cabinets",Below,Yes,Wood,145,145,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BP,Interior,Classroom,6,Painted door frame,Below,Yes,Metal,15,15,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BQ,Interior,Staff room,14 A,"Varnished door, walls, and cabinets",Below,No,Wood,145,145,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BR,Interior,Classroom,5,"Varnished door, walls, and cabinets",Below,Yes,Wood,145,145,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BS,Interior,Classroom,15,"Varnished door, walls, and cabinets",Below,No,Wood,145,145,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BT,Interior,Offices,"1 ,2, 3, 4, 1A",Varnished doors and cabinets,Below,No,Wood,615,615,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BU,Interior,"Storage room, next to boiler room",6,Varnished door and cabinets,Below,No,Wood,245,245,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BV,Exterior,Cafeteria water tank room,,Painted door and door frame,Below,No,Metal,60,60,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BW,Interior,Cafeteria water tank room,49,Varnished doors,Below,No,Wood,270,270,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BX,Interior,Storage room,50,Painted Ladder,Below,No,Metal,5,5,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BY,Interior,Utility room,19,Varnished door and cabinets/shelves,Below,No,Wood,245,245,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,BZ,Interior,Men's restroom,17,Varnished door,Below,No,Wood,45,45,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CA,Interior,Women's restroom,18,Varnished door,Below,No,Wood,45,45,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CB,Interior,Library,20/21,"Varnished door, walls, and cabinets",Below,Yes,Wood,290,290,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CC,Interior,Boy's restroom,22,Varnsihed door,Below,Yes,Wood,45,45,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CD,Interior,Cafeteria and auditorium,48,"Painted doors, varnished door, and painted frames",Below,Yes,Metal,180,180,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CE,Interior,Cafeteria and auditorium,48,Painted foldout,Below,Yes,Metal,100,100,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CF,Interior,Cafeteria storage doors,,Varnished doors,Below,No,Wood,180,180,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CG,Interior,Stage,,Varnished stage floor and stairs,Below,Yes,Wood,600,600,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CH,Interior,Stage storage,"48C, 48E",Varnished doors and painted door frames,Below,No,Wood and metal,120,120,Condition Assessment Table Bridlemile.xlsx,Bridlemile
835,Bridlemile,CI,Interior,Stage,,Painted Ladder,Below,No,Metal,10,10,Condition Assessment Table Bridlemile.xlsx,Bridlemile
822,Abernethy,A,Interior,Central built in bookshelf,10,Bookshelf,Below,No,Wood,4,4,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,B,Interior,Central built in bookshelf,11,Bookshelf,Below,No,Wood,2,2,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,C,Interior,Custodial closet near room 11,Cus. Closet,Floor,Below,No,Concrete,30,30,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,D,Interior,Boys restroom near room 10,Boys RR,Floor,Below,No,Concrete,200,200,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,E,Interior,At baseboard and door trim,13,Baseboard and door trim,Below,No,Wood,50,50,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,F,Interior,At baseboard and heater face,13,Baseboard and heater front,Below,No,Wood and metal,55,55,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,G,Interior,At sink counter and baseboards,13A,Sink countertop and baseboard,Below,No,Wood,35,35,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,H,Interior,Baseboards,14,Baseboards,Below,No,Wood,80,80,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,I,Interior,Corners,16,Baseboards,Below,No,Wood,35,35,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,J,Interior,Girls restroom near room 15,15,Floor,Below,No,Concrete,200,200,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,K,Interior,Sink area,17,Cabinet front,Below,No,Wood,35,35,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,L,Interior,Storage room across from room 18,Storage room,Walls and ceiling,Above/Below,No,Plaster,200,200,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,M,Interior,Custodial closet near room 18,Cust. closet,Floor,Below,No,Concrete,40,40,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,N,Interior,Cabinets,18,Cabinet front,Below,No,Wood,24,24,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,O,Interior,Baseboards,18,Baseboard,Below,No,Wood,40,40,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,P,Interior,Boys restroom near room 19,Boys RR,Floor,Below,No,Concrete,175,175,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,Q,Interior,First and second floor hallways,Hallway,Locker fronts,Below,No,Metal,290,290,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,R,Interior,Cabinets,9,Cabinet front,Below,No,Wood,40,40,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,S,Interior,Custodial closet near room 6,Cust. closet,Floor,Below,No,Concrete,10,10,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,T,Interior,Room 6,6,Baseboards,Below,No,Wood,80,80,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,U,Interior,Auditorium,Aud.,Baseboards,Below,No,Wood,40,40,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,V,Interior,Auditorium stage,Aud. Stage,Walls,Above/Below,No,Plaster,600,600,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,W,Interior,Kitchen custodial closet,Kitchen,Walls,Above/Below,No,Plaster,200,200,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,X,Interior,Kitchen bathroom,Kitchen,Walls and ceiling,Above/Below,No,Plaster,300,300,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,Y,Interior,Room 5,5,Cabinet front at sink,Below,Yes,Wood,20,20,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,Z,Interior,Room 5,5,Baseboard near door,Below,Yes,Wood,10,10,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AA,Interior,Room 4,4,Baseboard,Below,Yes,Wood,30,30,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AB,Interior,Storage room near room 3,Storage room,Walls and floor,Below,No,Concrete and plaster,350,350,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AC,Interior,Janitors closet near room 3,Janitors' closet,Floor,Below,No,Concrete,20,20,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AD,Interior,At sink,3,Cabinet fronts,Below,Yes,Wood,30,30,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AE,Interior,Room 3,3,Baseboards,Below,Yes,Wood,60,60,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AF,Interior,Room 1,1,Cabinet fronts,Below,Yes,Wood,30,30,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AG,Interior,Room 1,1,Baseboards,Below,Yes,Wood,60,60,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AH,Interior,Room 2,2,Cabinet fronts,Below,Yes,Wood,60,60,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AI,Interior,Boiler room,Boiler room,Walls and ceiling,Above/Below,No,Plaster,1000,1000,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AJ,Interior,Boiler room,Boiler room,Hand rail,Below,No,Metal,15,15,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AK,Interior,Room 2A at sink,2A,Cabinet fronts,Below,Yes,Wood,20,20,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AL,Interior,Room P1 at windows,P1,Window sill,Below,No,Wood,20,20,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AM,Interior,Room p1 at sink,P1,Cabinet fronts,Below,No,Wood,24,24,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AN,Interior,Room p2 at sink,P2,Cabinet fronts,Below,No,Wood,24,24,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AO,Interior,Room p2 at windows,P2,Window sill,Below,No,Wood,20,20,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AP,Exterior,Exterior of room p1,P1,Siding,Below,No,Wood,80,80,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AQ,Exterior,Exterior near room 9,9,Hand rail,Below,No,Metal,10,10,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AR,Exterior,Playground,Playground,Basketball pole,Below,No,Metal,30,30,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AS,Exterior,Exterior near room 1,1,Hand rail,Below,Yes,Metal,10,10,Condition Assessment Table_Abernethy.xlsx,Abernethy
822,Abernethy,AT,Exterior,Play shed,Play shed,Supports,Above/Below,No,Wood,200,200,Condition Assessment Table_Abernethy.xlsx,Abernethy
823,Ainsworth,A,Interior,Room 8,8,Molding,Below,No,Wood,40 SF,40,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,B,Interior,Room 5,5,Molding,Below,Yes,Wood,40 SF,40,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,C,Interior,Room 2,2,Molding,Below,Yes,Wood,20 SF,20,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,D,Interior,Room 1,1,Molding,Below,Yes,Wood,20 SF,20,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,E,Interior,Custodial closet near room 1,Cust. Closet,Floor,Below,No,Concrete,16 SF,16,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,F,Interior,Auditorium south exit,Aud.,Wall and ceiling,Above/below,No,Plaster,15 SF,15,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,G,Interior,Lunch room center door,Lunch room,Door frame,Below,No,Wood,6 SF,6,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,H,Interior,Hall between lunch room and teacher's lunch room,At rm. 16B,Door fronts and frame,Below,No,Wood,50 SF,50,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,I,Interior,"Boiler room, custodial office","Rms 12, 12A, H2","Walls, ceiling, and floors",Above/below,No,Concrete,"10,000 SF","10,000",Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,J,Interior,Hallway H1,H1,Door trim and cove molding,Below,No,Wood,150 SF,150,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,K,Interior,Room 17,17,Wall and ceiling,Above/below,No,Concrete,80 SF,80,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,L,Interior,"Room 26, boy's and girl''s restrooms",Rm 26 RR,Ceiling,Above,Yes,gypsum,80 SF,80,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,M,Interior,Room 25 boy's and girl's restrooms,Rm 25 RR,"Walls, ceiling, and floors",Above/below,Yes,Concrete & gypsum,"12,000 SF","12,000",Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,N,Interior,Room 25,25,Door trim,Below,Yes,Wood,10 SF,10,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,O,Interior,Room 21,21,Door trim,Below,Yes,Wood,10 SF,10,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,P,Interior,Room 31,31,Door trim,Below,Yes,Wood,15 SF,15,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,Q,Interior,Room 32,32,Door trim,Below,Yes,Wood,15 SF,15,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,R,Interior,Room 33,33,Door trim,Below,Yes,Wood,20 SF,20,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,S,Interior,Hallway of rooms 31-34,,Wall,Below,Yes,Plaster,100 SF,100,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,T,Interior,South door of south main exit,,Door,Below,No,Wood,200 SF,200,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,U,Interior,South main exit stairs,,Molding,Below,No,Wood,10 SF,10,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,V,Interior,North staircase,N. Staircase,Ceiling,Above,No,Plaster,20 SF,20,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,W,Exterior,Outside room 33,33,Hand rail,Below,No,Metal,80 SF,80,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,X,Exterior,Outside room 4,4,Window screen,Below,No,Metal,16 EA,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,Y,Exterior,South exterior of main building,South,Window assemblies,Above/below,No,Wood,6 EA,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,Z,Exterior,South exterior of the gym,Gym,Window assemblies,Above,No,Wood,30 LF,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AA,Exterior,South exterior of the gym,,Fencing,Above/below,No,Metal,250 LF,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AB,Exterior,North of playground,,Fencing,Below,No,Metal,200 LF,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AC,Exterior,West side of gym,,Staircase and rail,Below,No,Metal,200 LF,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AD,Exterior,West side of gym,,Window assemblies,Above,No,Wood,4 EA,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AE,Exterior,West side of the main building,,Window assemblies,Above,No,Wood,12 EA,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AF,Exterior,Main office and boiler room windows,,Window assemblies,Above/below,No,Wood,6 EA,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AG,Exterior,Rooms 25 and 26 doors,,door sills,Below,No,Wood,8 EA,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AH,Exterior,Rooms 25 and 26 bathrooms,,window assemblies,Above,No,Wood,3 EA,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AJ,Exterior,"South side of rooms 21,22,23",,Siding,Below,No,Wood,600 FT,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AK,Exterior,North entrance to main school,,Hand rail,Below,No,Metal,20 FT,,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AL,Interior,Sink,A1,Cabinet,Below,No,Wood,20 SF,20,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AM,Interior,Heater,A1,Heater,Below,No,Metal,15 SF,15,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AN,Interior,Sink,A2,Cabinet,Below,No,Wood,20 SF,20,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AO,Interior,Heater,A2,Heater,Below,No,Metal,15 SF,15,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AP,Interior,Sink,A3,Counter trim,Below,No,Wood,4 SF,4,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AQ,Interior,Heater,A4,Heater,Below,No,Metal,20 SF,20,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AR,Interior,Sink,A4,Counter trim,Below,No,Wood,4 SF,4,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AS,Interior,Sink,A5,Counter trim,Below,No,Wood,4 SF,4,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
823,Ainsworth,AT,Exterior,Exterior of storage and room A2,,Wall,Above/below,No,Transite,300 SF,300,Condition Assessment Table_Ainsworth.xlsx,Ainsworth
